keyword,frequency,avg_rank,categories,avg_rating,avg_reviews,category_count
book,22,17.5,['Books'],4.37,2556.0,1
books,16,15.0,['Books'],4.45,13004.0,1
english,14,15.9,['Books'],4.44,1962.0,1
kids,13,14.5,['Books'],4.44,11483.0,1
years,13,14.3,['Books'],4.48,8459.0,1
edition,13,15.5,['Books'],4.42,6470.0,1
for kids,11,14.1,['Books'],4.42,9972.0,1
books for,10,13.8,['Books'],4.43,19974.0,1
book for,9,17.1,['Books'],4.37,2244.0,1
class,8,11.9,['Books'],4.47,5137.0,1
practice,8,13.4,['Books'],4.36,1822.0,1
exam,7,12.9,['Books'],4.46,673.0,1
arihant,7,17.7,['Books'],4.46,614.0,1
all,7,14.4,['Books'],4.43,758.0,1
exams,7,17.9,['Books'],4.47,557.0,1
latest,7,17.7,['Books'],4.51,660.0,1
mind,7,18.9,['Books'],4.51,10220.0,1
activity,7,17.6,['Books'],4.46,1969.0,1
activity book,7,17.6,['Books'],4.46,1969.0,1
cbse,6,14.3,['Books'],4.45,656.0,1
story,6,17.0,['Books'],4.43,2794.0,1
bestseller,6,14.7,['Books'],4.47,196959.0,1
set of,6,18.0,['Books'],4.47,1446.0,1
children,6,16.3,['Books'],4.47,4909.0,1
series,5,9.2,['Books'],4.36,134041.0,1
questions,5,10.2,['Books'],4.54,791.0,1
one,5,15.2,['Books'],4.46,904.0,1
theory,5,15.2,['Books'],4.46,904.0,1
exercises,5,16.2,['Books'],4.48,1320.0,1
papers,5,16.8,['Books'],4.5,781.0,1
pattern,5,14.4,['Books'],4.46,880.0,1
stories,5,9.6,['Books'],4.42,3606.0,1
mcqs,5,15.6,['Books'],4.46,472.0,1
notes,5,16.6,['Books'],4.46,446.0,1
magic,5,25.6,['Books'],4.16,6331.0,1
writing,5,20.0,['Books'],4.3,2890.0,1
of books,5,19.0,['Books'],4.46,1546.0,1
based,5,17.2,['Books'],4.46,381.0,1
first,4,13.8,['Books'],4.53,25696.0,1
board,4,7.0,['Books'],4.5,45044.0,1
toddlers,4,8.5,['Books'],4.45,24046.0,1
ages,4,13.2,['Books'],4.47,26427.0,1
guide,4,11.5,['Books'],4.28,108.0,1
fiction,4,23.2,['Books'],4.43,4773.0,1
revised,4,16.2,['Books'],4.42,643.0,1
maps,4,13.8,['Books'],4.5,804.0,1
cbqs,4,16.5,['Books'],4.5,820.0,1
sample,4,16.5,['Books'],4.5,820.0,1
arihant all,4,16.5,['Books'],4.5,820.0,1
all in,4,16.5,['Books'],4.5,820.0,1
in one,4,16.5,['Books'],4.5,820.0,1
class for,4,16.5,['Books'],4.5,820.0,1
for cbse,4,16.5,['Books'],4.5,820.0,1
cbse exams,4,16.5,['Books'],4.5,820.0,1
revised edition,4,16.2,['Books'],4.42,643.0,1
mind maps,4,13.8,['Books'],4.5,804.0,1
neet,4,8.5,['Books'],4.45,404.0,1
brain,4,19.5,['Books'],4.45,1656.0,1
fun,4,15.8,['Books'],4.45,3208.0,1
activities,4,15.8,['Books'],4.4,1988.0,1
tracing,4,18.8,['Books'],4.22,3910.0,1
for children,4,13.8,['Books'],4.43,3337.0,1
your,4,18.8,['Books'],4.53,16566.0,1
medium,4,16.2,['Books'],4.53,936.0,1
pen,4,25.0,['Books'],4.05,5000.0,1
old,4,19.2,['Books'],4.47,2466.0,1
to years,4,19.2,['Books'],4.47,2466.0,1
years old,4,19.2,['Books'],4.47,2466.0,1
language,4,19.0,['Books'],4.53,577.0,1
grammar,4,16.2,['Books'],4.5,995.0,1
ncert,4,6.0,['Books'],4.6,503.0,1
illustrated,4,19.2,['Books'],4.47,4717.0,1
question,4,16.8,['Books'],4.45,364.0,1
library,3,9.0,['Books'],4.5,30375.0,1
animals,3,1.3,['Books'],4.47,61937.0,1
early,3,6.0,['Books'],4.47,30235.0,1
learning,3,6.0,['Books'],4.47,30235.0,1
preschoolers,3,17.0,['Books'],4.2,33080.0,1
first library,3,9.0,['Books'],4.5,30375.0,1
board books,3,5.0,['Books'],4.5,59809.0,1
early learning,3,6.0,['Books'],4.47,30235.0,1
mathematics,3,2.3,['Books'],4.33,99.0,1
life,3,13.7,['Books'],4.47,20556.0,1
upsc,3,15.0,['Books'],4.47,318.0,1
solved,3,14.0,['Books'],4.53,700.0,1
for upsc,3,15.0,['Books'],4.47,318.0,1
love,3,22.7,['Books'],4.33,1902.0,1
literature,3,22.0,['Books'],4.53,1958.0,1
science,3,14.0,['Books'],4.5,823.0,1
per,3,17.7,['Books'],4.5,844.0,1
syllabus,3,17.7,['Books'],4.5,844.0,1
focused,3,17.7,['Books'],4.5,844.0,1
exams revised,3,17.7,['Books'],4.5,844.0,1
edition as,3,17.7,['Books'],4.5,844.0,1
as per,3,17.7,['Books'],4.5,844.0,1
per latest,3,17.7,['Books'],4.5,844.0,1
latest syllabus,3,17.7,['Books'],4.5,844.0,1
cbqs focused,3,17.7,['Books'],4.5,844.0,1
focused theory,3,17.7,['Books'],4.5,844.0,1
exercises sample,3,17.7,['Books'],4.5,844.0,1
sample papers,3,17.7,['Books'],4.5,844.0,1
nta,3,15.3,['Books'],4.37,100.0,1
test,3,10.0,['Books'],4.3,215.0,1
of the,3,22.0,['Books'],4.53,70756.0,1
ssc,3,10.7,['Books'],4.27,837.0,1
nda,3,18.7,['Books'],4.33,633.0,1
competitive,3,16.3,['Books'],4.37,445.0,1
booster,3,16.0,['Books'],4.47,2049.0,1
hours,3,11.0,['Books'],4.4,2492.0,1
brain booster,3,16.0,['Books'],4.47,2049.0,1
hours of,3,11.0,['Books'],4.4,2492.0,1
english medium,3,18.0,['Books'],4.43,737.0,1
copybook,3,25.3,['Books'],4.03,5013.0,1
other,3,22.3,['Books'],4.37,634.0,1
english language,3,21.7,['Books'],4.43,258.0,1
story books,3,16.3,['Books'],4.43,2404.0,1
years to,3,16.3,['Books'],4.43,2404.0,1
rich,3,12.7,['Books'],4.5,24621.0,1
based on,3,14.3,['Books'],4.47,226.0,1
bank,3,18.0,['Books'],4.43,236.0,1
question bank,3,18.0,['Books'],4.43,236.0,1
includes,2,9.5,['Books'],4.5,44932.0,1
numbers,2,7.0,['Books'],4.5,45092.0,1
shapes,2,8.5,['Books'],4.45,46107.0,1
colors,2,8.5,['Books'],4.45,46107.0,1
babies,2,7.0,['Books'],4.5,45092.0,1
my first,2,7.0,['Books'],4.5,45092.0,1
of board,2,7.0,['Books'],4.5,45092.0,1
for babies,2,7.0,['Books'],4.5,45092.0,1
babies toddlers,2,7.0,['Books'],4.5,45092.0,1
sharma,2,2.0,['Books'],4.2,34.0,1
preparation,2,12.0,['Books'],4.3,482.0,1
exam preparation,2,12.0,['Books'],4.3,482.0,1
new edition,2,7.0,['Books'],4.2,36.0,1
indian,2,17.5,['Books'],4.55,1032.0,1
pyqs,2,14.0,['Books'],4.5,892.0,1
practice questions,2,9.5,['Books'],4.55,802.0,1
money,2,6.5,['Books'],4.5,58402.0,1
timeless,2,5.0,['Books'],4.5,5912.0,1
classic,2,15.5,['Books'],4.55,35084.0,1
story of,2,19.0,['Books'],4.4,2550.0,1
science class,2,12.0,['Books'],4.5,922.0,1
syllabus mind,2,12.0,['Books'],4.5,922.0,1
maps cbqs,2,12.0,['Books'],4.5,922.0,1
theory practice,2,12.0,['Books'],4.5,922.0,1
practice exercises,2,12.0,['Books'],4.5,922.0,1
sheets,2,15.0,['Books'],4.4,3916.0,1
rank,2,8.5,['Books'],4.45,404.0,1
predictor,2,8.5,['Books'],4.45,404.0,1
test series,2,10.0,['Books'],4.3,215.0,1
rank predictor,2,8.5,['Books'],4.45,404.0,1
project,2,12.0,['Books'],4.6,99512.0,1
mary,2,17.5,['Books'],4.7,101078.0,1
author,2,17.5,['Books'],4.7,101078.0,1
from the,2,17.5,['Books'],4.7,101078.0,1
