rank,asin,title,brand,price,currency,rating,review_count,category,subcategory,badge,image_url,product_url,scraped_at,page_number,title_word_count,has_price,price_tier,review_tier
1,B0GRTTKNJ7,"BANGLESKART Kashmiri Ghangharoo Glass Bangle Set for Women| Light Weight Bangles | Traditional Transparent Fancy Glass Chudi Set for Wedding, Party(Set Of 18)",BANGLESKART,470.0,INR,2.1,8,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/61FppLENO+L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/BANGLESKART-Kashmiri-Ghangharoo-Traditional-Transparent/dp/B0GRTTKNJ7/ref=zg_bs_g_jewelry_d_sccl_1/523-7641289-9847913?psc=1,2026-03-23T09:53:02.691673,1,23,True,budget,new
2,B0DQ1JVBFV,ONFLOW 12-Color Indian Glass Bangles Set for Women - Traditional Ethnic Bangles with Golden bindi Design - Stylish and Festive Accessories,ONFLOW,299.0,INR,4.0,179,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/71yRFpulYVL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/ONFLOW-12-Color-Indian-Glass-Bangles/dp/B0DQ1JVBFV/ref=zg_bs_g_jewelry_d_sccl_2/523-7641289-9847913?psc=1,2026-03-23T09:53:02.692761,1,21,True,budget,medium
3,B0DYVPP86H,Shining Diva Fashion 5 Pcs Latest Stylish Heart Butterfly Pearl Necklace Jewellery Set for Women Pendant Necklace Gifts for Girls (16476np),Shining,299.0,INR,3.7,563,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/713ZDAwhQuL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Shining-Diva-Fashion-Butterfly-16476np/dp/B0DYVPP86H/ref=zg_bs_g_jewelry_d_sccl_3/523-7641289-9847913?psc=1,2026-03-23T09:53:02.693703,1,21,True,budget,medium
4,B0FTG4DP8M,"JPS Plain and Glossy Finished Raindrop Glass Bangles Set for Women & Girls | Traditional Ethnic Chudi for Wedding, Party & Regular- Set of 12 Pcs of One Colour | Wedding Special",JPS,249.0,INR,3.7,96,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/81G4wH99nEL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/JPS-Finished-Raindrop-Traditional-Regular/dp/B0FTG4DP8M/ref=zg_bs_g_jewelry_d_sccl_4/523-7641289-9847913?psc=1,2026-03-23T09:53:02.694646,1,32,True,budget,low
5,B0D3DCP7JQ,Shining Diva Fashion 5 Pcs Combo Latest Stylish Infinity Butterfly Pearl Necklace Jewellery Set for Women Pendant Necklace Gifts for Girls (15911np),Shining,299.0,INR,3.8,1430,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/71R2QnSdv+L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Shining-Diva-Fashion-Butterfly-15911np/dp/B0D3DCP7JQ/ref=zg_bs_g_jewelry_d_sccl_5/523-7641289-9847913?psc=1,2026-03-23T09:53:02.695597,1,22,True,budget,high
6,B0GQN2Z7KM,"KAYASHA Kashmiri Ghangharoo Glass Bangle Set for Women| Light Weight Bangles | Traditional Transparent Fancy Glass Chudi Set for Wedding, Party(Set Of 16)",KAYASHA,,INR,4.2,20,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/61VpKEFUhKL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/KAYASHA-Kashmiri-Ghangharoo-Traditional-Transparent/dp/B0GQN2Z7KM/ref=zg_bs_g_jewelry_d_sccl_6/523-7641289-9847913?psc=1,2026-03-23T09:53:02.696976,1,23,False,,low
7,B0GR6KDST4,Swara Creations Kashmiri Ghungroo Raindrop Bangles Combo Set | for Women and Girls|Set of 16 Pcs (SKU417),Swara,599.0,INR,4.5,2,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/81k-Pc0Km+L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Swara-Creations-Kashmiri-Ghungroo-Raindrop/dp/B0GR6KDST4/ref=zg_bs_g_jewelry_d_sccl_7/523-7641289-9847913?psc=1,2026-03-23T09:53:02.697921,1,17,True,mid,new
8,B0DTTXM92H,"Astrotalk Dhan Yog Bracelet | Attracts Wealth & Financial Prosperity | Pyrite, Citrine, & Aventurine bracelet | Astrology Dhanyog Bracelet for Men & Women | Certificate of Authenticity",Astrotalk,699.0,INR,3.8,1155,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/51rJFrlBC3L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Astrotalk-Prosperity-Aventurine-Certificate-Authenticity/dp/B0DTTXM92H/ref=zg_bs_g_jewelry_d_sccl_8/523-7641289-9847913?psc=1,2026-03-23T09:53:02.698871,1,28,True,mid,high
9,B071CMQ6N2,YouBella Jewellery Bracelets for Women Stylish Rose Gold Plated Crystal Bracelet Bangle Jewellery for Girls and Women,YouBella,186.0,INR,3.9,13207,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/71P8z0DrFRL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/YouBella-Plated-Bracelet-Golden-YBBN_91340A/dp/B071CMQ6N2/ref=zg_bs_g_jewelry_d_sccl_9/523-7641289-9847913?psc=1,2026-03-23T09:53:02.699818,1,17,True,budget,high
10,B0BWJ5MFRY,Shining Diva Fashion 26 Pcs Colorful Hair Accessories Hair Clips for Girls Kids Baby Girl Toddlers Women Hairband Hair Band Ties,Shining,299.0,INR,4.3,1514,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/81WZQlUV40L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Shining-Diva-Fashion-Accessories-14711hb/dp/B0BWJ5MFRY/ref=zg_bs_g_jewelry_d_sccl_10/523-7641289-9847913?psc=1,2026-03-23T09:53:02.700754,1,21,True,budget,high
11,B0FT8NVZSP,"AVORA Raw Pyrite Anklet for Women | Natural Stone Jewellery for Wealth, Luck & Protection | Certified Crystal | Spiritual Healing Jewellery Gift for Girls & Women | Adjustable Payal Bracelet",AVORA,275.0,INR,4.1,235,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/61p4KJh1GJL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/AVORA-Jewellery-Protection-Certified-Adjustable/dp/B0FT8NVZSP/ref=zg_bs_g_jewelry_d_sccl_11/523-7641289-9847913?psc=1,2026-03-23T09:53:02.701696,1,31,True,budget,medium
12,B0FF4M8YZK,"Astrotalk Raw Pyrite Anklet | Stone of Money, Protection & Power | Pyrite Anklet for Women | Best Gift Items | Spiritual Jewellery for Women",Astrotalk,899.0,INR,3.5,279,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/71UOnQoZsTL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Astrotalk-Pyrite-Protection-Spiritual-Jewellery/dp/B0FF4M8YZK/ref=zg_bs_g_jewelry_d_sccl_12/523-7641289-9847913?psc=1,2026-03-23T09:53:02.702635,1,25,True,mid,medium
13,B0DFCKWRBM,"Nilu's Collection Infinity Shape Cubic Zirconia Diamond Bracelet for Women Jewelry for Gift, Adjustable Charm Bracelet",Nilu's,285.0,INR,4.2,250,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/51FoiQVzWWL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Nilus-Collection-Infinity-Zirconia-Adjustable/dp/B0DFCKWRBM/ref=zg_bs_g_jewelry_d_sccl_13/523-7641289-9847913?psc=1,2026-03-23T09:53:02.703603,1,16,True,budget,medium
14,B0GRN3B5QD,"Samyak Hair Clips for Girls – Multicolor Small Butterfly Jaw Clips for Kids Hair Styling, Cute Hair Accessories for Navratri Kanjak Return Gifts (12 Sets)",Samyak,249.0,INR,,,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/71uRcF27t9L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Samyak-Hair-Clips-Girls-Accessories/dp/B0GRN3B5QD/ref=zg_bs_g_jewelry_d_sccl_14/523-7641289-9847913?psc=1,2026-03-23T09:53:02.704856,1,25,True,budget,
15,B0C5VKPPZJ,"Shining Diva Fashion Latest Stylish Birthday Sash and Crown - Pack of 2 Pcs | Birthday Queen Crown | Birthday Gifts for Best Friend, Sister, Teenager | Birthday Decorations Items",Shining,298.0,INR,4.5,1375,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/61I3kWwEcLL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Shining-Diva-Fashion-Decorations-14860hb/dp/B0C5VKPPZJ/ref=zg_bs_g_jewelry_d_sccl_15/523-7641289-9847913?psc=1,2026-03-23T09:53:02.705893,1,30,True,budget,high
16,B0GNC9S64K,"kashmiri ghangharoo glass bangle Set For Women And Girls | Light Weight Bangles | Traditional Transparent Fancy Glass Chudi Set for Wedding, Party (18 Bangles)",kashmiri,449.0,INR,3.8,15,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/51FqXl-XojL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/kashmiri-ghangharoo-Bangles-Traditional-Transparent/dp/B0GNC9S64K/ref=zg_bs_g_jewelry_d_sccl_16/523-7641289-9847913?psc=1,2026-03-23T09:53:02.706903,1,25,True,budget,low
17,B0CV3T1WBB,Fashion Frill Silver Chain For Men Stylish Stainless Steel Bar Pendant Necklace Silver Chain Pendant For Men Boys Love Gifts Mens Jewellery,Fashion,219.0,INR,4.2,555,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/313sr5mjCEL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Fashion-Frill-Stainless-Pendant-Jewellery/dp/B0CV3T1WBB/ref=zg_bs_g_jewelry_d_sccl_17/523-7641289-9847913?psc=1,2026-03-23T09:53:02.707957,1,22,True,budget,medium
18,B0FD7Z3TYM,DEW MAT Traditional Oxidised Silver Jhumka Earrings for women | girls fashion jhumka meenakari oxidised kundans flower Temple South Indian Traditional Ear rings Set stylish Big Jhumki Combo pack of 6.,DEW,269.0,INR,4.4,152,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/91dlZM4rSJL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/DEW-MAT-Traditional-Oxidised-meenakari/dp/B0FD7Z3TYM/ref=zg_bs_g_jewelry_d_sccl_18/523-7641289-9847913?psc=1,2026-03-23T09:53:02.708911,1,31,True,budget,medium
19,B0CBFYQ9XK,Shining Diva Fashion 5-6 Pcs Latest Stylish Butterfly Jewellery Necklace Set for Women Pendant Necklace Gifts for Girls,Shining,259.0,INR,4.0,1275,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/71ynZup2ORL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Shining-Diva-Fashion-Butterfly-15200np/dp/B0CBFYQ9XK/ref=zg_bs_g_jewelry_d_sccl_19/523-7641289-9847913?psc=1,2026-03-23T09:53:02.709851,1,18,True,budget,high
20,B0C1N366XM,Shining Diva Fashion Latest Stylish Multilayer Gold Plated Bangle Bracelet for Women and Girls (rr14669b) Set of 6,Shining,299.0,INR,3.7,1237,Jewellery,Jewellery,,"https://images-eu.ssl-images-amazon.com/images/I/71UCk9VMVrL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Shining-Diva-Fashion-Multilayer-rr14669b/dp/B0C1N366XM/ref=zg_bs_g_jewelry_d_sccl_20/523-7641289-9847913?psc=1,2026-03-23T09:53:02.710806,1,18,True,budget,high
