keyword,frequency,avg_rank,categories,avg_rating,avg_reviews,category_count
cleaner,78,16.8,['Household Cleaners'],4.25,10613.0,1
floor,26,19.5,['Household Cleaners'],4.3,16304.0,1
liquid,24,17.8,['Household Cleaners'],4.37,17588.0,1
floor cleaner,21,20.8,['Household Cleaners'],4.34,10197.0,1
surface,20,17.2,['Household Cleaners'],4.37,18961.0,1
bathroom,19,13.9,['Household Cleaners'],4.21,11427.0,1
cleaner liquid,19,18.6,['Household Cleaners'],4.35,14861.0,1
disinfectant,16,16.7,['Household Cleaners'],4.37,29886.0,1
suitable,15,15.7,['Household Cleaners'],4.23,7069.0,1
suitable for,15,15.7,['Household Cleaners'],4.23,7069.0,1
toilet,15,14.9,['Household Cleaners'],4.31,16668.0,1
cleaning,14,18.5,['Household Cleaners'],4.24,13657.0,1
litre,12,16.2,['Household Cleaners'],4.27,13139.0,1
toilet cleaner,12,13.8,['Household Cleaners'],4.29,19446.0,1
pack of,12,15.9,['Household Cleaners'],4.22,12335.0,1
germs,11,17.6,['Household Cleaners'],4.32,17883.0,1
tough,10,13.9,['Household Cleaners'],4.08,6964.0,1
kitchen,10,16.5,['Household Cleaners'],4.11,4064.0,1
harpic,10,16.2,['Household Cleaners'],4.36,21154.0,1
stains,9,14.0,['Household Cleaners'],4.23,12870.0,1
fresh,9,16.4,['Household Cleaners'],4.37,20588.0,1
spray,9,19.3,['Household Cleaners'],4.24,4288.0,1
tiles,8,12.6,['Household Cleaners'],4.2,3546.0,1
washing,8,16.8,['Household Cleaners'],4.15,3854.0,1
removes,8,9.2,['Household Cleaners'],4.21,12678.0,1
kills,8,16.8,['Household Cleaners'],4.34,21977.0,1
disinfectant surface,8,19.8,['Household Cleaners'],4.36,22437.0,1
kills germs,8,16.8,['Household Cleaners'],4.34,21977.0,1
remover,7,15.6,['Household Cleaners'],4.17,3283.0,1
all,7,18.0,['Household Cleaners'],4.26,12862.0,1
machine,7,14.9,['Household Cleaners'],4.14,3190.0,1
load,7,14.9,['Household Cleaners'],4.07,4402.0,1
washing machine,7,14.9,['Household Cleaners'],4.14,3190.0,1
