rank,asin,title,brand,price,currency,rating,review_count,category,subcategory,badge,image_url,product_url,scraped_at,page_number,title_word_count,has_price,price_tier,review_tier
1,B0DG64CL4M,"Happi Planet | Tap Cleaner & Limescale Remover | India’s 1st Foaming Formulation for Reduced Scrubbing Effort, Non-Toxic | 500ml | All Purpose Cleaner Suitable for Bathroom, Tap, Shower, Tiles, Mirror",Happi,200.0,INR,3.9,15030,Household Cleaners,Household Cleaners,,"https://images-eu.ssl-images-amazon.com/images/I/61ULTWjcodL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Happi-Planet-Limescale-Formulation-Scrubbing/dp/B0DG64CL4M/ref=zg_bs_g_1374544031_d_sccl_1/524-4439576-1674154?psc=1,2026-03-23T09:56:51.699230,1,31,True,budget,high
2,B0G151MCJR,"Happi Planet | Washing Machine Cleaner & Descaler Tablets | 8 Tablets | Removes Tough Grime, Limescale & Soap Scum | Used for Top Load & Front Load | Protects Clothes from Residue",Happi,200.0,INR,3.9,1447,Household Cleaners,Household Cleaners,,"https://images-eu.ssl-images-amazon.com/images/I/513ZUC5RfIL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Happi-Planet-Descaler-Limescale-Protects/dp/B0G151MCJR/ref=zg_bs_g_1374544031_d_sccl_2/524-4439576-1674154?psc=1,2026-03-23T09:56:51.700206,1,33,True,budget,high
3,B07ZKQ8HXS,"Amazon Brand - Presto! Disinfectant Surface & Floor Cleaner | Citrus | 5 Litre | Kills 99.9% Germs | Suitable For Floor & Bathroom Surfaces Like Ceramic, Marble, Granite, Mosaic",Amazon,399.0,INR,4.2,36731,Household Cleaners,Household Cleaners,,"https://images-eu.ssl-images-amazon.com/images/I/61w1TISN+AL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Amazon-Brand-Disinfectant-Surface-Cleaner/dp/B07ZKQ8HXS/ref=zg_bs_g_1374544031_d_sccl_3/524-4439576-1674154?psc=1,2026-03-23T09:56:51.701153,1,30,True,budget,high
4,B01LZSWXWI,"Roff Cera Clean All Purpose Tile, Floor & Wall Cleaner 1 liter Pack of 1, Advance, Bedroom & Bathroom Floors, Removes Grease, Dirt & Tough Stains",Roff,182.0,INR,4.0,38939,Household Cleaners,Household Cleaners,,"https://images-eu.ssl-images-amazon.com/images/I/51m+-Z0kk3L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Pidilite-Purpose-Cleaner-Advance-Bathroom/dp/B01LZSWXWI/ref=zg_bs_g_1374544031_d_sccl_4/524-4439576-1674154?psc=1,2026-03-23T09:56:51.702093,1,26,True,budget,high
5,B0DSVQVF98,"Happi Planet | Kitchen Cleaner | India’s 1st Foaming Formulation for Less Scrubbing | 500ml | Suitable for Stoves, Chimneys, Counter Tops, Appliances, Walls & Cabinets | Non Toxic & Natural",Happi,200.0,INR,4.0,9034,Household Cleaners,Household Cleaners,,"https://images-eu.ssl-images-amazon.com/images/I/7110A3z6NBL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Happi-Planet-Formulation-Scrubbing-Appliances/dp/B0DSVQVF98/ref=zg_bs_g_1374544031_d_sccl_5/524-4439576-1674154?psc=1,2026-03-23T09:56:51.703034,1,31,True,budget,high
6,B07KT852PD,"Amazon Brand - Presto! Disinfectant Toilet Cleaner, Original | 2 Litre | 1 L X 2 Packs | Kills 99.9% Germs | Removes Tough Stains | Provides Long Lasting Freshness",Amazon,229.0,INR,4.2,17348,Household Cleaners,Household Cleaners,,"https://images-eu.ssl-images-amazon.com/images/I/71q3yll+svL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Amazon-Brand-Presto-Toilet-Cleaner/dp/B07KT852PD/ref=zg_bs_g_1374544031_d_sccl_6/524-4439576-1674154?psc=1,2026-03-23T09:56:51.703975,1,30,True,budget,high
7,B016D3J92M,"Harpic Disinfectant Toilet Cleaner Liquid, Original - 1 L (Pack of 2) | Kills 99.9% Germs",Harpic,406.0,INR,4.4,58017,Household Cleaners,Household Cleaners,,"https://images-eu.ssl-images-amazon.com/images/I/61xwqAQKU+L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Harpic-Original-Powerplus-Pack/dp/B016D3J92M/ref=zg_bs_g_1374544031_d_sccl_7/524-4439576-1674154?psc=1,2026-03-23T09:56:51.704909,1,16,True,budget,high
8,B0755CG1LW,Amazon Brand - Presto! Disinfectant Surface & Floor Cleaner Liquid | Lavendar | 2 Litre | 1 Can | Kills 99.9% Germs | Removes Stains | Safe On Hands,Amazon,199.0,INR,4.2,37677,Household Cleaners,Household Cleaners,,"https://images-eu.ssl-images-amazon.com/images/I/714-KR1qgzL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Amazon-Brand-Disinfectant-Cleaner-Lavender/dp/B0755CG1LW/ref=zg_bs_g_1374544031_d_sccl_8/524-4439576-1674154?psc=1,2026-03-23T09:56:51.705906,1,29,True,budget,high
9,B07QK29V9G,"Dettol Multi-Purpose Disinfectant Liquid for Floor & Surface Cleaning, Lime Fresh Fragrance, 1L",Dettol,366.0,INR,4.5,129412,Household Cleaners,Household Cleaners,,"https://images-eu.ssl-images-amazon.com/images/I/51ZjDUzqAwL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Dettol-Disinfectant-Cleaner-Home-Fresh/dp/B07QK29V9G/ref=zg_bs_g_1374544031_d_sccl_9/524-4439576-1674154?psc=1,2026-03-23T09:56:51.706939,1,13,True,budget,high
10,B00NWFVVG2,"Harpic Disinfectant Toilet Cleaner Liquid, Original - 1 L | India's # 1 Toilet Cleaner",Harpic,200.0,INR,4.4,47554,Household Cleaners,Household Cleaners,,"https://images-eu.ssl-images-amazon.com/images/I/61j+zu68oTL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Harpic-Powerplus-Toilet-Cleaner-Original/dp/B00NWFVVG2/ref=zg_bs_g_1374544031_d_sccl_10/524-4439576-1674154?psc=1,2026-03-23T09:56:51.708221,1,15,True,budget,high
