rank,asin,title,brand,price,currency,rating,review_count,category,subcategory,badge,image_url,product_url,scraped_at,page_number,title_word_count,has_price,price_tier,review_tier
6,B07WHKKBVF,Attar Ayurveda Indigo Powder for black Hair (200 grams),Attar,289.0,INR,4.1,19275,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/61qVXRso1OL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Attar-Ayurveda-Indigo-Powder-black/dp/B07WHKKBVF/ref=zg_bs_g_9851597031_d_sccl_6/522-7345175-6782152?psc=1,2026-03-24T12:56:24.417754,2,9,True,budget,high
7,B07L3YNL2V,TRESemme Hairfall Defense+ Shampoo 1000ml With Keratin Fillers | Longer and Stronger hair | Prevents Hair Fall due to Breakage | Paraben-Free,TRESemme,649.0,INR,4.3,33318,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/51G9m3uJIIL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/TRESemme-Defence-Shampoo-Keratin-Stronger/dp/B07L3YNL2V/ref=zg_bs_g_9851597031_d_sccl_7/522-7345175-6782152?psc=1,2026-03-24T12:56:24.418765,2,22,True,mid,high
8,B083FFZPXH,TRESemmé Keratin Smooth Anti Frizz Conditioner 335ml | 72H Frizz Control with Keratin Protein & Argan Oil | Paraben Free Hair Conditioner for Dry Frizzy Hair,TRESemmé,299.0,INR,4.3,25613,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/41PZT7fI1TL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/TRESemme-Keratin-Smooth-Conditioner-340/dp/B083FFZPXH/ref=zg_bs_g_9851597031_d_sccl_8/522-7345175-6782152?psc=1,2026-03-24T12:56:24.419775,2,26,True,budget,high
9,B07BMXQRL9,"MATRIX Mega Smooth Conditioner with Shea Butter and Ceramides for Frizzy Hair |Max Smoothness for 4 Days | | Used by 1 Lakh Hairstylists*| For All Hair Types | Paraben Free, 100ml",MATRIX,340.0,INR,4.2,13495,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/61VM9nZwjTL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Conditioner-Ceramides-Smoothness-Hairstylists-Paraben/dp/B07BMXQRL9/ref=zg_bs_g_9851597031_d_sccl_9/522-7345175-6782152?psc=1,2026-03-24T12:56:24.420787,2,32,True,budget,high
10,B0CT5FKBR7,"Bare Anatomy Advanced Hair Growth Serum | 3% Redensyl, 4% Anagain, 3% Baicapil, 1% Capilia Longa, Rosemary, Biotin & Rice Extract | Hairfall control & Hair Density | Women & Men | 30ml",Bare,696.0,INR,4.1,3199,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/61v+UnNwlmL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Bare-Anatomy-Advanced-Redensyl-Baicapil/dp/B0CT5FKBR7/ref=zg_bs_g_9851597031_d_sccl_10/522-7345175-6782152?psc=1,2026-03-24T12:56:24.421790,2,33,True,mid,high
11,B0BZ4WQLZV,"Urban yog MakeMeeBold 3-in-1 Hot Air Brush| 1.5-inch Barrel | Hair Dryer Hair Straightener Volumizer Blow Dryer Styling Tool,1200 Watt | Gifts for Woman, Multicolour",Urban,2499.0,INR,4.1,3959,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/71CrksKGuCL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Urban-Brush-Straightener-Volumizer-Warranty/dp/B0BZ4WQLZV/ref=zg_bs_g_9851597031_d_sccl_11/522-7345175-6782152?psc=1,2026-03-24T12:56:24.422877,2,25,True,premium,high
12,B07H9SV624,Dove Intense Repair Shampoo 1 L|| Repairs Dry and Damaged|| Strengthening Shampoo for Smooth & Strong Hair - Mild for Men & Women,Dove,684.0,INR,4.3,37259,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/41AG1Yii4eL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Dove-Intense-Repair-Shampoo-1L/dp/B07H9SV624/ref=zg_bs_g_9851597031_d_sccl_12/522-7345175-6782152?psc=1,2026-03-24T12:56:24.423900,2,23,True,mid,high
13,B0CT3RHP5Y,"Streax Heat Protectant Spray for Hair - 100 ml, Hair Styling Spray for Women & Men I Heat Protection Spray from heat|Heat protection serum|Protection upto 250°C & 2X Less Hair Breakage",Streax,230.0,INR,4.0,3211,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/41ZRZg9wfJL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Streax-Protection-Protectant-Breakage-Enriched/dp/B0CT3RHP5Y/ref=zg_bs_g_9851597031_d_sccl_13/522-7345175-6782152?psc=1,2026-03-24T12:56:24.424944,2,31,True,budget,high
14,B0F8N73779,"Brillare 20% Rosemary Oil Shots For Rapid Hair Growth | Improves Thickness | Controls Hair Fall & Nourishes Scalp | 100% Natural, Non Greasy Hair Oil Shots For Men & Women",Brillare,715.5,INR,4.8,2065,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/41+NJpJ9v1L._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Brillare-Rosemary-Improves-Thickness-Nourishes/dp/B0F8N73779/ref=zg_bs_g_9851597031_d_sccl_14/522-7345175-6782152?psc=1,2026-03-24T12:56:24.425951,2,31,True,mid,high
15,B0F7D2J2VH,"PLIX - THE PLANT FIX Rosemary Advanced Spray for Fuller, Thicker Hair, Redensyl® & Rosemary Extract, Easy to Use, Mess-free, Stimulates Hair Follicles & Promotes Hair Growth, For All Hair Types, 100ml",PLIX,199.0,INR,3.8,161,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/610UqGdWsTL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/PLIX-Redensyl%C2%AE-Mess-free-Stimulates-Follicles/dp/B0F7D2J2VH/ref=zg_bs_g_9851597031_d_sccl_15/522-7345175-6782152?psc=1,2026-03-24T12:56:24.426954,2,32,True,budget,medium
16,B0DSLNKJR1,"L'OREAL PARIS Unscented Hyaluron Pure 72H Rehydrating Conditioner for All Hair Types For Smooth Tangle-Free Hair, 175 Millilitres",L'OREAL,209.0,INR,4.3,2609,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/51RYYNlTMOL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Paris-Hyaluron-Rehydrating-Conditioner-tangle-free/dp/B0DSLNKJR1/ref=zg_bs_g_9851597031_d_sccl_16/522-7345175-6782152?psc=1,2026-03-24T12:56:24.427962,2,18,True,budget,high
17,B01N3YESMI,"Khadi Natural Amla & Bhringraj Cleanser (Shampoo) | Controls Dandruff, Hair Fall | Reduces Scalp Irritation | Paraben and Sulphate Free | Suitable for All Hair Types | 210ml",Khadi,207.0,INR,3.9,19479,Hair Care,Hair Care,,"https://images-eu.ssl-images-amazon.com/images/I/61T7dfArlkL._AC_UL300_SR300,200_.jpg",https://www.amazon.in/Khadi-Natural-Bhringraj-Shampoo-Cleanser/dp/B01N3YESMI/ref=zg_bs_g_9851597031_d_sccl_17/522-7345175-6782152?psc=1,2026-03-24T12:56:24.428960,2,29,True,budget,high
